"CRASH DATE","CRASH TIME","BOROUGH","ZIP CODE","LATITUDE","LONGITUDE","LOCATION","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","NUMBER OF PERSONS INJURED","NUMBER OF PERSONS KILLED","NUMBER OF PEDESTRIANS INJURED","NUMBER OF PEDESTRIANS KILLED","NUMBER OF CYCLIST INJURED","NUMBER OF CYCLIST KILLED","NUMBER OF MOTORIST INJURED","NUMBER OF MOTORIST KILLED","CONTRIBUTING FACTOR VEHICLE 1","CONTRIBUTING FACTOR VEHICLE 2","CONTRIBUTING FACTOR VEHICLE 3","CONTRIBUTING FACTOR VEHICLE 4","CONTRIBUTING FACTOR VEHICLE 5","COLLISION_ID","VEHICLE TYPE CODE 1","VEHICLE TYPE CODE 2","VEHICLE TYPE CODE 3","VEHICLE TYPE CODE 4","VEHICLE TYPE CODE 5"
"01/29/2013",13:10:00,"QUEENS",11354,40.764651,-73.823484,"(40.764651, -73.823484)","PARSONS BOULEVARD","NORTHERN BOULEVARD",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,248775,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/04/2013",15:15:00,"MANHATTAN",10000,40.7894755,-73.9573939,"(40.7894755, -73.9573939)","EAST DRIVE","97 STREET TRANSVERSE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction",NA,NA,NA,NA,55426,"MOTORCYCLE",NA,NA,NA,NA
"01/19/2013",22:14:00,"QUEENS",11208,40.674021,-73.8610722,"(40.674021, -73.8610722)","SOUTH CONDUIT AVENUE","75 STREET",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,229627,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/30/2013",18:30:00,"BROOKLYN",11212,40.6542235,-73.9153065,"(40.6542235, -73.9153065)","LINDEN BOULEVARD","EAST 95 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,136979,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/30/2013",12:50:00,"QUEENS",11411,40.6979494,-73.7366502,"(40.6979494, -73.7366502)","222 STREET","115 ROAD",NA,0,1,0,0,0,0,0,1,"Passing or Lane Usage Improper",NA,NA,NA,NA,222269,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/07/2013",11:15:00,"QUEENS",11103,40.7639802,-73.9105065,"(40.7639802, -73.9105065)","28 AVENUE","44 STREET",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,274930,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/26/2013",15:20:00,"BROOKLYN",11204,40.6162611,-73.9930807,"(40.6162611, -73.9930807)","18 AVENUE","70 STREET",NA,1,1,1,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,122858,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/30/2013",01:00:00,"MANHATTAN",10027,40.8156907,-73.9582947,"(40.8156907, -73.9582947)","WEST 125 STREET","BROADWAY",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,62619,"TAXI",NA,NA,NA,NA
"01/11/2013",18:38:00,"QUEENS",11426,40.7413881,-73.7248837,"(40.7413881, -73.7248837)","COMMONWEALTH BOULEVARD","UNION TURNPIKE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,222056,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"02/06/2013",14:15:00,"MANHATTAN",10031,40.8200975,-73.9550764,"(40.8200975, -73.9550764)","WEST 135 STREET","BROADWAY",NA,6,1,3,0,0,0,3,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,65444,"VAN","PASSENGER VEHICLE",NA,NA,NA
"01/22/2013",14:49:00,"BROOKLYN",11230,40.6121091,-73.9667815,"(40.6121091, -73.9667815)","AVENUE O","EAST 7 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,131557,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/29/2013",14:00:00,"BRONX",10468,40.8624442,-73.8971422,"(40.8624442, -73.8971422)","GRAND CONCOURSE","EAST FORDHAM ROAD",NA,0,1,0,1,0,0,0,0,"Backing Unsafely",NA,NA,NA,NA,110757,"PASSENGER VEHICLE",NA,NA,NA,NA
"02/01/2013",19:32:00,"STATEN ISLAND",10306,40.5783776,-74.0940362,"(40.5783776, -74.0940362)","JEFFERSON AVENUE","MASON AVENUE",NA,1,1,1,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,296394,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/31/2013",22:52:00,"QUEENS",11237,40.699531,-73.9110367,"(40.699531, -73.9110367)","MYRTLE AVENUE","WYCKOFF AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,215286,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/17/2013",18:50:00,"QUEENS",11385,40.6998829,-73.9082989,"(40.6998829, -73.9082989)","MYRTLE AVENUE","MADISON STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,215162,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/29/2013",20:13:00,"BROOKLYN",11212,40.6541334,-73.9123297,"(40.6541334, -73.9123297)","LINDEN BOULEVARD","ROCKAWAY PARKWAY",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,136972,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/20/2013",02:00:00,"MANHATTAN",10010,40.7407326,-73.9817618,"(40.7407326, -73.9817618)","EAST 26 STREET","3 AVENUE",NA,1,1,0,1,0,0,1,0,"Driver Inattention/Distraction","Unspecified","Unspecified","Unspecified","Unspecified",23074,"SPORT UTILITY / STATION WAGON","TAXI","SPORT UTILITY / STATION WAGON","TAXI","PASSENGER VEHICLE"
"01/18/2013",14:32:00,"MANHATTAN",10001,40.7502418,-73.998596,"(40.7502418, -73.998596)","9 AVENUE","WEST 29 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,27940,"SMALL COM VEH(4 TIRES)",NA,NA,NA,NA
"01/23/2013",18:08:00,"QUEENS",11040,40.7491907,-73.7078596,"(40.7491907, -73.7078596)","UNION TURNPIKE","265 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,222196,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/29/2013",19:50:00,"MANHATTAN",10065,40.7649175,-73.955157,"(40.7649175, -73.955157)","YORK AVENUE","EAST 69 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,47363,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"01/12/2013",06:45:00,"QUEENS",11374,40.7133793,-73.8596555,"(40.7133793, -73.8596555)","WOODHAVEN BOULEVARD","COOPER AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,215118,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"12/26/2012",20:27:00,"MANHATTAN",10019,40.7668758,-73.979076,"(40.7668758, -73.979076)","7 AVENUE","WEST 59 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,39815,"BUS",NA,NA,NA,NA
"12/16/2012",18:42:00,"BROOKLYN",11234,40.6217782,-73.9203908,"(40.6217782, -73.9203908)","EAST 57 STREET","AVENUE M",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,126826,"PASSENGER VEHICLE",NA,NA,NA,NA
"12/19/2012",03:50:00,"QUEENS",11422,40.6643565,-73.7345263,"(40.6643565, -73.7345263)","FRANCIS LEWIS BOULEVARD","246 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,221730,"UNKNOWN",NA,NA,NA,NA
"01/04/2013",21:34:00,"BRONX",10466,40.8906476,-73.8487419,"(40.8906476, -73.8487419)","PAULDING AVENUE","EAST 233 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,96432,"UNKNOWN",NA,NA,NA,NA
"12/26/2012",17:55:00,"QUEENS",11004,40.7361595,-73.7137011,"(40.7361595, -73.7137011)","HILLSIDE AVENUE","LITTLE NECK PARKWAY",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,221841,"UNKNOWN",NA,NA,NA,NA
"12/24/2012",18:39:00,"QUEENS",11427,40.7312494,-73.7516764,"(40.7312494, -73.7516764)","85 AVENUE","218 STREET",NA,1,1,0,0,0,0,1,1,"Following Too Closely",NA,NA,NA,NA,260716,"PICK-UP TRUCK",NA,NA,NA,NA
"12/13/2012",13:35:00,"BRONX",10454,40.8068225,-73.9174784,"(40.8068225, -73.9174784)","EAST 138 STREET","SAINT ANNS AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,73535,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"01/07/2013",06:59:00,"QUEENS",11355,40.7460428,-73.8260812,"(40.7460428, -73.8260812)","MAIN STREET","57 ROAD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,248436,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/05/2013",13:02:00,"BRONX",10460,40.8438293,-73.8879185,"(40.8438293, -73.8879185)","EAST TREMONT AVENUE","MAPES AVENUE",NA,1,1,0,1,0,0,1,0,"Unspecified",NA,NA,NA,NA,100720,"PASSENGER VEHICLE",NA,NA,NA,NA
"12/19/2012",16:32:00,"STATEN ISLAND",10303,40.6360222,-74.156053,"(40.6360222, -74.156053)","ERASTINA PLACE","ORINOCO PLACE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,286557,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"12/14/2012",08:20:00,"MANHATTAN",10023,40.7780962,-73.9782926,"(40.7780962, -73.9782926)","COLUMBUS AVENUE","WEST 73 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,53218,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"01/06/2013",21:12:00,"BROOKLYN",11203,40.6558844,-73.9423998,"(40.6558844, -73.9423998)","CLARKSON AVENUE","EAST 38 STREET",NA,0,1,0,0,0,0,0,1,"Prescription Medication","Lost Consciousness",NA,NA,NA,153400,"PASSENGER VEHICLE","MOTORCYCLE",NA,NA,NA
"12/26/2012",18:30:00,"QUEENS",11435,40.6878729,-73.7974623,"(40.6878729, -73.7974623)","111 AVENUE","147 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,269294,"UNKNOWN",NA,NA,NA,NA
"12/17/2012",05:15:00,"STATEN ISLAND",10306,40.5715006,-74.121624,"(40.5715006, -74.121624)","AMBOY ROAD","DALE AVENUE",NA,0,1,0,0,0,0,0,1,"Alcohol Involvement",NA,NA,NA,NA,295659,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/04/2013",12:26:00,"MANHATTAN",10010,40.7401843,-73.986363,"(40.7401843, -73.986363)","EAST 23 STREET","PARK AVENUE SOUTH",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,22964,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"12/29/2012",02:37:00,"STATEN ISLAND",10302,40.6402245,-74.1366666,"(40.6402245, -74.1366666)","RICHMOND TERRACE","SHARPE AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,286651,"PASSENGER VEHICLE",NA,NA,NA,NA
"12/20/2012",19:32:00,"MANHATTAN",10023,40.7729916,-73.9820779,"(40.7729916, -73.9820779)","WEST 65 STREET","COLUMBUS AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,53252,"TAXI",NA,NA,NA,NA
"12/31/2012",18:14:00,"BROOKLYN",11226,40.6490386,-73.9474653,"(40.6490386, -73.9474653)","EAST 32 STREET","SNYDER AVENUE",NA,1,1,0,1,0,0,1,0,"Alcohol Involvement","Unspecified","Unspecified","Unspecified","Unspecified",136731,"SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE"
"12/16/2012",04:45:00,"BROOKLYN",11203,40.6505183,-73.9235855,"(40.6505183, -73.9235855)","KINGS HIGHWAY","SNYDER AVENUE",NA,1,2,0,0,0,0,1,2,"Unspecified","Unspecified",NA,NA,NA,136573,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON",NA,NA,NA
"01/04/2013",07:46:00,"BRONX",10455,40.818461,-73.9148771,"(40.818461, -73.9148771)","ELTON AVENUE","EAST 153 STREET",NA,0,1,0,0,0,0,0,1,"Following Too Closely","Unspecified","Unspecified",NA,NA,73636,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",NA,NA
"12/28/2012",21:10:00,"BROOKLYN",11229,40.6033724,-73.9582113,"(40.6033724, -73.9582113)","AVENUE S","EAST 14 STREET",NA,1,1,0,0,0,0,1,1,"Physical Disability","Unspecified","Unspecified","Unspecified",NA,117798,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","PASSENGER VEHICLE",NA
"12/29/2012",04:29:00,"BRONX",10462,40.8338892,-73.8546529,"(40.8338892, -73.8546529)","WESTCHESTER AVENUE","OLMSTEAD AVENUE",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded","Unspecified",NA,NA,NA,82058,"UNKNOWN","SPORT UTILITY / STATION WAGON",NA,NA,NA
"12/27/2012",17:36:00,"QUEENS",11355,40.7542523,-73.8278248,"(40.7542523, -73.8278248)","FRANKLIN AVENUE","MAIN STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,248289,"PASSENGER VEHICLE",NA,NA,NA,NA
"01/05/2013",02:08:00,"BROOKLYN",11223,40.5976825,-73.9668499,"(40.5976825, -73.9668499)","AVENUE U","EAST 5 STREET",NA,3,3,0,0,0,0,3,3,"Traffic Control Disregarded","Unspecified","Unspecified","Unspecified","Unspecified",117875,"PASSENGER VEHICLE","PASSENGER VEHICLE","BUS","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE"
"12/18/2012",06:49:00,"BROOKLYN",11223,40.6056754,-73.9669612,"(40.6056754, -73.9669612)","OCEAN PARKWAY","KINGS HIGHWAY",NA,0,1,0,1,0,0,0,0,"Failure to Yield Right-of-Way",NA,NA,NA,NA,117693,"BUS",NA,NA,NA,NA
"12/15/2012",01:04:00,"BROOKLYN",11217,40.6840525,-73.9774579,"(40.6840525, -73.9774579)","FLATBUSH AVENUE","ATLANTIC AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,176700,"SMALL COM VEH(4 TIRES)",NA,NA,NA,NA
"12/28/2012",08:47:00,"QUEENS",11372,40.7553632,-73.8872263,"(40.7553632, -73.8872263)","NORTHERN BOULEVARD","80 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,280998,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"11/20/2012",11:38:00,"QUEENS",11414,40.6596447,-73.8486818,"(40.6596447, -73.8486818)","84 STREET","158 AVENUE",NA,2,1,0,0,0,0,2,1,"Failure to Yield Right-of-Way","Unspecified","Unspecified",NA,NA,229113,"OTHER","SPORT UTILITY / STATION WAGON","OTHER",NA,NA
"11/18/2012",02:47:00,"QUEENS",11411,40.6983571,-73.731358,"(40.6983571, -73.731358)","227 STREET","115 AVENUE",NA,1,1,0,0,0,0,1,1,"Physical Disability","Alcohol Involvement","Traffic Control Disregarded","Unspecified",NA,221299,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",NA
"11/25/2012",18:51:00,"BROOKLYN",11229,40.6130524,-73.949118,"(40.6130524, -73.949118)","BEDFORD AVENUE","KINGS HIGHWAY",NA,1,1,1,1,0,0,0,0,"Alcohol Involvement","Unspecified","Unspecified","Unspecified","Unspecified",148544,"OTHER","SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON"
"11/15/2012",05:27:00,"BROOKLYN",11211,40.7107162,-73.9535811,"(40.7107162, -73.9535811)","BORINQUEN PLACE","KEAP STREET",NA,1,1,1,1,0,0,0,0,"Unspecified","Unspecified",NA,NA,NA,194770,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"11/20/2012",11:14:00,"MANHATTAN",10003,40.7371325,-73.9903293,"(40.7371325, -73.9903293)","UNION SQUARE WEST","EAST 17 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,22666,"SMALL COM VEH(4 TIRES)",NA,NA,NA,NA
"11/14/2012",05:48:00,"BROOKLYN",11233,40.6769384,-73.9218247,"(40.6769384, -73.9218247)","ATLANTIC AVENUE","RALPH AVENUE",NA,1,1,0,0,0,0,1,1,"Physical Disability","Failure to Yield Right-of-Way",NA,NA,NA,160830,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"11/30/2012",19:06:00,"BROOKLYN",11219,40.6259834,-74.0015202,"(40.6259834, -74.0015202)","65 STREET","13 AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified","Unspecified",NA,NA,NA,141706,"SPORT UTILITY / STATION WAGON","MOTORCYCLE",NA,NA,NA
"11/17/2012",03:40:00,"BROOKLYN",11210,40.638606,-73.9482662,"(40.638606, -73.9482662)","FOSTER AVENUE","NOSTRAND AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,136277,"UNKNOWN","PASSENGER VEHICLE",NA,NA,NA
"12/08/2012",14:25:00,"BROOKLYN",11223,40.6060431,-73.9782909,"(40.6060431, -73.9782909)","QUENTIN ROAD","WEST 5 STREET",NA,7,1,3,1,0,0,4,0,"Driver Inattention/Distraction","Unspecified","Unspecified",NA,NA,122529,"SPORT UTILITY / STATION WAGON","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",NA,NA
"11/10/2012",18:30:00,"STATEN ISLAND",10314,40.6084351,-74.1554375,"(40.6084351, -74.1554375)","VICTORY BOULEVARD","CHRISTOPHER LANE",NA,0,1,0,1,0,0,0,0,"Passenger Distraction",NA,NA,NA,NA,295045,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/09/2012",20:29:00,"MANHATTAN",10026,40.8011551,-73.9596475,"(40.8011551, -73.9596475)","WEST 110 STREET","MANHATTAN AVENUE",NA,1,1,0,0,0,0,1,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,62376,"PASSENGER VEHICLE","MOTORCYCLE",NA,NA,NA
"11/06/2012",13:24:00,"MANHATTAN",10013,40.7180184,-73.9999567,"(40.7180184, -73.9999567)","CANAL STREET","CENTRE STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,6184,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"11/01/2012",22:40:00,"STATEN ISLAND",10301,40.6150504,-74.1070654,"(40.6150504, -74.1070654)","VICTORY BOULEVARD","LABAU AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,286001,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/22/2012",01:21:00,"MANHATTAN",10028,40.7765625,-73.9527048,"(40.7765625, -73.9527048)","2 AVENUE","EAST 84 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,46210,"PASSENGER VEHICLE",NA,NA,NA,NA
"11/02/2012",23:20:00,"QUEENS",11355,40.75933,-73.8259671,"(40.75933, -73.8259671)","41 AVENUE","UNION STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,247482,"UNKNOWN",NA,NA,NA,NA
"10/26/2012",14:30:00,"QUEENS",11366,40.7289202,-73.7820575,"(40.7289202, -73.7820575)","UNION TURNPIKE","187 STREET",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,234088,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/25/2012",23:17:00,"BRONX",10469,40.8778822,-73.8447933,"(40.8778822, -73.8447933)","BOSTON ROAD","KINGSLAND AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,95837,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/15/2012",17:45:00,"QUEENS",11373,40.7433116,-73.8745041,"(40.7433116, -73.8745041)","91 PLACE","43 AVENUE",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,255740,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"10/31/2012",17:42:00,"MANHATTAN",10001,40.7445322,-73.9888703,"(40.7445322, -73.9888703)","WEST 27 STREET","BROADWAY",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,22565,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/22/2012",00:19:00,"BROOKLYN",11212,40.6572088,-73.9002951,"(40.6572088, -73.9002951)","LINDEN BOULEVARD","HEGEMAN AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,160697,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"10/23/2012",23:00:00,"QUEENS",11378,40.727789,-73.8954991,"(40.727789, -73.8954991)","69 STREET","HULL AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,214317,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/19/2012",06:16:00,"STATEN ISLAND",10314,40.6124545,-74.1809831,"(40.6124545, -74.1809831)","GULF AVENUE","BLOOMFIELD AVENUE",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Driver Inattention/Distraction","Unspecified",NA,NA,294758,"SPORT UTILITY / STATION WAGON","VAN","SPORT UTILITY / STATION WAGON",NA,NA
"10/13/2012",19:02:00,"QUEENS",11432,40.7095327,-73.7963937,"(40.7095327, -73.7963937)","HILLSIDE AVENUE","MERRICK BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,209415,"BUS",NA,NA,NA,NA
"10/26/2012",06:12:00,"BROOKLYN",11220,40.6436697,-74.015491,"(40.6436697, -74.015491)","4 AVENUE","55 STREET",NA,0,1,0,1,0,0,0,0,"View Obstructed/Limited",NA,NA,NA,NA,156622,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"10/27/2012",18:30:00,"BRONX",10452,40.8343235,-73.9199088,"(40.8343235, -73.9199088)","WALTON AVENUE","TUDOR PLACE",NA,5,1,0,0,0,0,5,1,"Driver Inexperience","Unspecified","Unspecified","Unspecified",NA,85858,"PASSENGER VEHICLE","MOTORCYCLE","SPORT UTILITY / STATION WAGON","PASSENGER VEHICLE",NA
"10/20/2012",06:00:00,"QUEENS",11365,40.7421627,-73.8044317,"(40.7421627, -73.8044317)","164 STREET","BOOTH MEMORIAL AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,247308,"PASSENGER VEHICLE",NA,NA,NA,NA
"10/15/2012",07:01:00,"BRONX",10469,40.867743,-73.8595467,"(40.867743, -73.8595467)","BOSTON ROAD","ARNOW AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,103442,"PASSENGER VEHICLE",NA,NA,NA,NA
"09/17/2012",20:31:00,"BROOKLYN",11230,40.6268409,-73.9684781,"(40.6268409, -73.9684781)","AVENUE I","EAST 8 STREET",NA,2,1,0,0,0,0,2,1,"Driver Inattention/Distraction","Driver Inattention/Distraction",NA,NA,NA,130513,"PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA,NA
"09/25/2012",06:03:00,"QUEENS",11415,40.7120013,-73.8254559,"(40.7120013, -73.8254559)","QUEENS BOULEVARD","HOOVER AVENUE",NA,0,1,0,0,0,1,0,0,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,204385,"UNKNOWN","BICYCLE",NA,NA,NA
"09/20/2012",14:05:00,"MANHATTAN",10019,40.7671096,-73.9817185,"(40.7671096, -73.9817185)","WEST 58 STREET","BROADWAY",NA,0,1,0,1,0,0,0,0,"Driver Inattention/Distraction",NA,NA,NA,NA,38596,"LARGE COM VEH(6 OR MORE TIRES)",NA,NA,NA,NA
"09/29/2012",03:12:00,"BROOKLYN",11237,40.7085426,-73.9274072,"(40.7085426, -73.9274072)","JOHNSON AVENUE","VARICK AVENUE",NA,0,1,0,0,0,0,0,1,"Unspecified",NA,NA,NA,NA,194413,"PASSENGER VEHICLE",NA,NA,NA,NA
"09/16/2012",23:00:00,"QUEENS",11101,40.7574856,-73.939085,"(40.7574856, -73.939085)","21 STREET","38 AVENUE",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified",NA,NA,NA,273502,"SPORT UTILITY / STATION WAGON","MOTORCYCLE",NA,NA,NA
"09/10/2012",15:15:00,"MANHATTAN",10026,40.8018439,-73.9591486,"(40.8018439, -73.9591486)","MANHATTAN AVENUE","WEST 111 STREET",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,62317,"SPORT UTILITY / STATION WAGON",NA,NA,NA,NA
"09/28/2012",12:36:00,"BROOKLYN",11228,40.6180871,-74.0227324,"(40.6180871, -74.0227324)","BATTERY AVENUE","88 STREET",NA,0,1,0,0,0,0,0,1,"Failure to Yield Right-of-Way","Unspecified","Unspecified",NA,NA,141302,"PASSENGER VEHICLE","PASSENGER VEHICLE","PASSENGER VEHICLE",NA,NA
"09/25/2012",20:00:00,"BRONX",10456,40.8309366,-73.9123967,"(40.8309366, -73.9123967)","TELLER AVENUE","EAST 167 STREET",NA,0,1,0,1,0,0,0,0,"Traffic Control Disregarded",NA,NA,NA,NA,85662,"MOTORCYCLE",NA,NA,NA,NA
"09/22/2012",22:31:00,"MANHATTAN",10022,40.7629131,-73.9697999,"(40.7629131, -73.9697999)","PARK AVENUE","EAST 59 STREET",NA,2,1,1,1,0,0,1,0,"Physical Disability","Unspecified",NA,NA,NA,45850,"PASSENGER VEHICLE","SPORT UTILITY / STATION WAGON",NA,NA,NA
"09/18/2012",06:40:00,"BROOKLYN",11207,40.6768941,-73.9000457,"(40.6768941, -73.9000457)","EAST NEW YORK AVENUE","ALABAMA AVENUE",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,164369,"PASSENGER VEHICLE",NA,NA,NA,NA
"09/20/2012",00:19:00,"BRONX",10454,40.8091071,-73.9228869,"(40.8091071, -73.9228869)","WILLIS AVENUE","EAST 138 STREET",NA,0,1,0,0,0,0,0,1,"Driver Inattention/Distraction","Unspecified",NA,NA,NA,73074,"PASSENGER VEHICLE","MOTORCYCLE",NA,NA,NA
"09/21/2012",23:50:00,"QUEENS",11368,40.7575342,-73.8665687,"(40.7575342, -73.8665687)","102 STREET","NORTHERN BOULEVARD",NA,0,1,0,1,0,0,0,0,"Unspecified",NA,NA,NA,NA,280279,"PASSENGER VEHICLE",NA,NA,NA,NA
"09/30/2012",23:34:00,"QUEENS",11435,40.7017656,-73.8079259,"(40.7017656, -73.8079259)","JAMAICA AVENUE","SUTPHIN BOULEVARD",NA,0,1,0,1,0,0,0,0,"Prescription Medication",NA,NA,NA,NA,209325,"PASSENGER VEHICLE",NA,NA,NA,NA
